"Country Name","Country Code","Indicator Name","Indicator Code","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Bahrain","BHR","Cost – Women (% of income per capita)","IC.REG.COST.PC.ZS.WOMEN","","","0.7","0.6","0.5","0.6","0.9","0.8","1","0.8","0.8","1.2",
"Bahrain","BHR","Cost to build a warehouse (% of income per capita)","IC.DCP.COST","","","2.2","2.2","2.1","2.2","2.2","2.2","2.2","2.2","2.2","2.2",
"Bahrain","BHR","Cost to enforce a contract (% of claim)","IC.EC.COST","","","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7",
"Bahrain","BHR","Cost to export: Documentary compliance (USD)","IC.EXP.COST.EXP.DOC","","","","","","","","","","211","211","211",
"Bahrain","BHR","Cost to get electricity (% of income per capita)","IC.GE.COST","","","","","47.8","54.6","63.6","56.3","55.5","47.1","46.4","66.8",
"Bahrain","BHR","Cost to import (deflated US$ per container)","IC.EXP.COST.IMP.DEF","","","","","","","","","","","","",
"Bahrain","BHR","Cost to import: Documentary compliance (USD)","IC.EXP.COST.IMP.DOC","","","","","","","","","","130","130","130",
"Bahrain","BHR","Cost to register property (% of property value)","IC.RP.COST","","","0.9","0.9","0.9","2.7","2.7","2.7","2.7","1.7","1.7","1.7",
"Bahrain","BHR","Cost to start a business (% of income per capita)","IC.REG.COST.PC.ZS","","","0.7","0.6","0.5","0.6","0.9","0.8","1","0.8","0.8","1.2",
"Bahrain","BHR","Credit: Strength of legal rights index (0=weak to 10=strong)","IC.LGL.CRED.XQ","","","","","","","","","1","1","1","1",
"Bahrain","BHR","Creditor participation index (0-4)","IC.ISV.CPI","","","","","","","","","","","","",
"Bahrain","BHR","Depth of credit information index (0=low to 6=high)","IC.CRD.INFO.XQ","","","","","","","","","6","7","7","8",
"Bahrain","BHR","Ease of doing business index (1=easiest to 185=most difficult)","IC.BUS.EASE.XQ","","","","","","","","","","","66","63",
"Bahrain","BHR","Ease of shareholder suits index (0 to 10)","IC.PI.SHAR","","","","","","","","","4","4","4","4",
"Bahrain","BHR","Extent of conflict of interest regulation index (0-10)","IC.PI.CIR","","","","","","","","","5.3","5.3","5.3","5.3",
"Bahrain","BHR","Extent of corporate transparency index (0-9)","IC.PI.CT","","","","","","","","","4","4","4","4",
"Bahrain","BHR","Extent of director liability index (0 to 10)","IC.PI.DIR","","","4","4","4","4","4","4","4","4","4","4",
"Bahrain","BHR","Extent of disclosure index (0 to 10)","IC.BUS.DISC.XQ","","","8","8","8","8","8","8","8","8","8","8",
"Bahrain","BHR","Extent of shareholder governance index (0-10)","IC.PI.SG","","","","","","","","","4.7","4.7","4.7","4.7",
"Bahrain","BHR","Extent of shareholder rights index (0-10.5)","IC.PI.SR","","","","","","","","","6","6","6","6",
"Bahrain","BHR","Labor tax and contributions (%)","IC.TAX.LABR.CP.ZS","","","","","","","","","13.5","13.5","13.5","13.5",
"Bahrain","BHR","Minimum paid-in capital required to start a business (% of income per capita)","IC.REG.CAP","","","255.9","210.1","195.2","222.9","259.8","229.9","226.6","192.2","189.6","3.4",
"Bahrain","BHR","Other taxes (%)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","0","0","0",
"Bahrain","BHR","Outcome (0 as piecemeal sale and 1 as going concern)","IC.ISV.OTCM","","","","","","","0","1","0","0","0","0",
"Bahrain","BHR","Postfiling index (0-100)","IC.TAX.PFI","","","","","","","","","","","","",
"Bahrain","BHR","Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","","","29.1","29.1","25","23","23.6","23.5","26","48.3","29","25.7",
"Bahrain","BHR","Procedures required to build a warehouse (number)","IC.WRH.PROC","","","9","9","9","9","9","9","9","9","9","9",
"Bahrain","BHR","Procedures required to connect to electricity (number)","IC.GE.NUM","","","","","5","5","5","5","5","5","5","5",
"Bahrain","BHR","Procedures required to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","",
"Bahrain","BHR","Procedures required to register property (number)","IC.PRP.PROC","","","2","2","2","2","2","2","2","2","2","2",
"Bahrain","BHR","Procedures required to start a business - Women (number)","IC.REG.PROC.WOMEN","","","8","8","8","8","8","8","8","8","8","8",
"Bahrain","BHR","Procedures required to start a business (number)","IC.REG.PROC","","","7","7","7","7","7","7","7","7","7","7",
"Bahrain","BHR","Profit tax (%)","IC.TAX.PRFT.CP.ZS","","","14.7","14.7","14.7","13.5","13.5","13.5","13.5","13.5","13.5","13.5",
"Bahrain","BHR","Public credit registry coverage (% of adults)","IC.CRD.PUBL.ZS","","","0","0","0","0","0","0","0","0","0","0",
"Bahrain","BHR","Quality of the land administration index (0-30)","IC.RP.QLAI","","","","","","","","","","17.5","17.5","17.5",
"Bahrain","BHR","Reliability of supply and transparency of tariff index (0-8)","IC.GE.RSTTI","","","","","","","","","","4","4","5",
"Bahrain","BHR","Resolving Insolvency: cost (% of estate)","IC.ISV.COST","","","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5",
"Bahrain","BHR","Resolving Insolvency: recovery rate (cents on the dollar)","IC.ISV.RECRT","","","38.9","38.9","38.9","39.5","40.6","40.7","41.5","41.6","41.6","42.3",
"Bahrain","BHR","Strength of governance structure index (0-10.5)","IC.PI.SOGS","","","","","","","","","4.7","4.7","4.7","4.7",
"Bahrain","BHR","Strength of insolvency framework index (0-16)","IC.ISV.SOIF","","","","","","","","","7","7","7","7",
"Bahrain","BHR","Strength of investor protection index (0 to 10)","IC.PI.INV","","","","","","","","","5","5","5","5",
"Bahrain","BHR","Tax payments (number)","IC.TAX.PAYM","","","25","25","25","13","13","13","13","13","13","13",
"Bahrain","BHR","Time required to build a warehouse (days)","IC.WRH.DURS","","","137","137","146","146","146","146","146","146","146","146",
"Bahrain","BHR","Time required to connect to electricity (days)","IC.ELC.TIME","","","","","85","85","85","85","85","85","85","85",
"Bahrain","BHR","Time required to enforce a contract (days)","IC.LGL.DURS","","","635","635","635","635","635","635","635","635","635","635",
"Bahrain","BHR","Time required to register property (days)","IC.PRP.DURS","","","31","31","31","31","31","31","31","31","31","31",
"Bahrain","BHR","Time required to start a business - Women (days)","IC.REG.DURS.WOMEN","","","10","10","10","10","10","10","10","10","10","10",
"Bahrain","BHR","Time required to start a business (days)","IC.REG.DURS","","","9","9","9","9","9","9","9","9","9","9",
"Bahrain","BHR","Time to export: Documentary compliance (hours)","IC.EXP.TIME.EXP.DOC","","","","","","","","","","24","24","24",
"Bahrain","BHR","Time to import: Documentary compliance (hours)","IC.EXP.TIME.IMP.DOC","","","","","","","","","","84","84","84",
"Bahrain","BHR","Time to prepare and pay taxes (hours)","IC.TAX.DURS","","","27","27","27","27","27","27","27","27","27","27",
"Bahrain","BHR","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","2.5","2.5","2.5",
"Bahrain","BHR","Total tax rate (% of profit)","IC.TAX.TOTL.CP.ZS","","","14.7","14.7","14.7","13.5","13.5","13.5","13.5","13.5","13.5","13.5",
"Bahrain","BHR","Trade: Cost to export (US$ per container)","IC.EXP.COST.EXP","","","","","","","","","","47","47","47",
"Bahrain","BHR","Trade: Cost to import (US$ per container)","IC.EXP.COST.IMP","","","","","","","","","","397","397","397",
"Bahrain","BHR","Trade: Time to export (day)","IC.EXP.TIME.EXP","","","","","","","","","","79","79","71",
"Bahrain","BHR","Trade: Time to import (days)","IC.EXP.TIME.IMP","","","","","","","","","","54","54","54",
"Bangladesh","BGD","Building quality control index (0-15)","IC.DCP.BQCI","","","","","","","","","","10","10","10",
"Bangladesh","BGD","Cost – Women (% of income per capita)","IC.REG.COST.PC.ZS.WOMEN","56.1","52.1","46.2","25.5","28.6","21.2","19.5","19.6","18.8","16.8","13.9","13.8",
"Bangladesh","BGD","Cost to build a warehouse (% of income per capita)","IC.DCP.COST","9.9","9.2","7.9","8","6.9","6","5.5","4.8","4.1","3.7","3","2.7",
"Bangladesh","BGD","Cost to enforce a contract (% of claim)","IC.EC.COST","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8",
"Bangladesh","BGD","Cost to export: Documentary compliance (USD)","IC.EXP.COST.EXP.DOC","","","","","","","","","","225","225","225",
"Bangladesh","BGD","Cost to get electricity (% of income per capita)","IC.GE.COST","","","","","6462.6","5576.1","5122.7","5193.8","4400.7","3926.7","3170","2860.9",
"Bangladesh","BGD","Cost to import (deflated US$ per container)","IC.EXP.COST.IMP.DEF","","","","","","","","","","","","",
"Bangladesh","BGD","Cost to import: Documentary compliance (USD)","IC.EXP.COST.IMP.DOC","","","","","","","","","","370","370","370",
"Bangladesh","BGD","Cost to register property (% of property value)","IC.RP.COST","10.6","10.5","10.3","10.4","10.2","6.6","6.6","6.8","7.2","7.1","7","7",
"Bangladesh","BGD","Cost to start a business (% of income per capita)","IC.REG.COST.PC.ZS","56.1","52.1","46.2","25.5","28.6","21.2","19.5","19.6","18.8","16.8","13.9","13.8",
"Bangladesh","BGD","Credit: Strength of legal rights index (0=weak to 10=strong)","IC.LGL.CRED.XQ","","","","","","","","","5","5","5","5",
"Bangladesh","BGD","Creditor participation index (0-4)","IC.ISV.CPI","","","","","","","","","","","","",
"Bangladesh","BGD","Depth of credit information index (0=low to 6=high)","IC.CRD.INFO.XQ","","","","","","","","","0","0","0","0",
"Bangladesh","BGD","Ease of doing business index (1=easiest to 185=most difficult)","IC.BUS.EASE.XQ","","","","","","","","","","","178","176",
"Bangladesh","BGD","Ease of shareholder suits index (0 to 10)","IC.PI.SHAR","","","","","","","","","6","6","6","6",
"Bangladesh","BGD","Extent of conflict of interest regulation index (0-10)","IC.PI.CIR","","","","","","","","","6.3","6.3","6.3","6.3",
"Bangladesh","BGD","Extent of corporate transparency index (0-9)","IC.PI.CT","","","","","","","","","6","6","6","6",
"Bangladesh","BGD","Extent of director liability index (0 to 10)","IC.PI.DIR","7","7","7","7","7","7","7","7","7","7","7","7",
"Bangladesh","BGD","Extent of disclosure index (0 to 10)","IC.BUS.DISC.XQ","6","6","6","6","6","6","6","6","6","6","6","6",
"Bangladesh","BGD","Extent of shareholder governance index (0-10)","IC.PI.SG","","","","","","","","","5","5","5","5",
"Bangladesh","BGD","Extent of shareholder rights index (0-10.5)","IC.PI.SR","","","","","","","","","4","4","4","4",
"Bangladesh","BGD","Labor tax and contributions (%)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","",
"Bangladesh","BGD","Minimum paid-in capital required to start a business (% of income per capita)","IC.REG.CAP","0","0","0","0","0","0","0","0","0","0","0","0",
"Bangladesh","BGD","Other taxes (%)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","",
"Bangladesh","BGD","Outcome (0 as piecemeal sale and 1 as going concern)","IC.ISV.OTCM","","","","","","","","","","","","0",
"Bangladesh","BGD","Postfiling index (0-100)","IC.TAX.PFI","","","","","","","","","","","43.6","43.6",
"Bangladesh","BGD","Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","","","","","","","0","","0","0","0","0",
"Bangladesh","BGD","Procedures required to build a warehouse (number)","IC.WRH.PROC","11","11","11","14","14","14","14","14","14.2","14.2","14.2","14.2",
"Bangladesh","BGD","Procedures required to connect to electricity (number)","IC.GE.NUM","","","","","8","8","8","9","9","9","9","9",
"Bangladesh","BGD","Procedures required to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","",
"Bangladesh","BGD","Procedures required to register property (number)","IC.PRP.PROC","8","8","8","8","8","8","8","8","8","8","8","8",
"Bangladesh","BGD","Procedures required to start a business - Women (number)","IC.REG.PROC.WOMEN","9","9","9","8","8","9","9","9","9","9","9","9",
"Bangladesh","BGD","Procedures required to start a business (number)","IC.REG.PROC","9","9","9","8","8","9","9","9","9","9","9","9",
"Bangladesh","BGD","Profit tax (%)","IC.TAX.PRFT.CP.ZS","38.8","38.8","40.8","39.9","38.8","38.8","38.8","38.8","32.5","35.4","34.4","34.4",
"Bangladesh","BGD","Public credit registry coverage (% of adults)","IC.CRD.PUBL.ZS","","","","","","","0.6","","0.8","0.9","0.9","0.9",
"Bangladesh","BGD","Quality of the land administration index (0-30)","IC.RP.QLAI","","","","","","","","","","4.5","4.5","4.5",
"Bangladesh","BGD","Reliability of supply and transparency of tariff index (0-8)","IC.GE.RSTTI","","","","","","","","","","0","0","0",
"Bangladesh","BGD","Resolving Insolvency: cost (% of estate)","IC.ISV.COST","8","8","8","8","8","8","8","8","8","8","8","8",
"Bangladesh","BGD","Resolving Insolvency: recovery rate (cents on the dollar)","IC.ISV.RECRT","24.2","24.9","23.2","23.2","23.2","25.8","25.8","25.5","25.8","25.8","25.8","27",
"Bangladesh","BGD","Strength of governance structure index (0-10.5)","IC.PI.SOGS","","","","","","","","","5","5","5","5",
"Bangladesh","BGD","Strength of insolvency framework index (0-16)","IC.ISV.SOIF","","","","","","","","","4","4","4","4",
"Bangladesh","BGD","Strength of investor protection index (0 to 10)","IC.PI.INV","","","","","","","","","5.7","5.7","5.7","5.7",
"Bangladesh","BGD","Tax payments (number)","IC.TAX.PAYM","33","21","33","21","34","22","34","33","33","33","33","33",
"Bangladesh","BGD","Time required to build a warehouse (days)","IC.WRH.DURS","299","299","299","278","278","278","278","278","269","269","269","269",
"Bangladesh","BGD","Time required to connect to electricity (days)","IC.ELC.TIME","","","","","137","142","295","404","428.9","428.9","428.9","428.9",
"Bangladesh","BGD","Time required to enforce a contract (days)","IC.LGL.DURS","1442","1442","1442","1442","1442","1442","1442","1442","1442","1442","1442","1442",
"Bangladesh","BGD","Time required to register property (days)","IC.PRP.DURS","424","424","425","245","245","245","245","244","244","244","244","244",
"Bangladesh","BGD","Time required to start a business - Women (days)","IC.REG.DURS.WOMEN","51.5","43.5","67.5","66.5","43.5","26.5","26.5","26.5","21.8","19.5","19.5","19.5",
"Bangladesh","BGD","Time required to start a business (days)","IC.REG.DURS","51.5","43.5","67.5","66.5","43.5","26.5","26.5","26.5","21.8","19.5","19.5","19.5",
"Bangladesh","BGD","Time to export: Documentary compliance (hours)","IC.EXP.TIME.EXP.DOC","","","","","","","","","","147","147","147",
"Bangladesh","BGD","Time to import: Documentary compliance (hours)","IC.EXP.TIME.IMP.DOC","","","","","","","","","","144","144","144",
"Bangladesh","BGD","Time to prepare and pay taxes (hours)","IC.TAX.DURS","400","400","400","302","302","302","422","422","422","422","422","435",
"Bangladesh","BGD","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","4","4","4","4",
"Bangladesh","BGD","Total tax rate (% of profit)","IC.TAX.TOTL.CP.ZS","38.8","38.8","40.8","39.9","38.8","38.8","38.8","38.8","32.5","35.4","34.4","34.4",
"Bangladesh","BGD","Trade: Cost to export (US$ per container)","IC.EXP.COST.EXP","","","","","","","","","","408","408","408",
"Bangladesh","BGD","Trade: Cost to import (US$ per container)","IC.EXP.COST.IMP","","","","","","","","","","1294","1294","1294",
"Bangladesh","BGD","Trade: Time to export (day)","IC.EXP.TIME.EXP","","","","","","","","","","100","100","100",
"Bangladesh","BGD","Trade: Time to import (days)","IC.EXP.TIME.IMP","","","","","","","","","","183","183","183",
"Bangladesh - Chittagong","BGD_Chit","Building quality control index (0-15)","IC.DCP.BQCI","","","","","","","","","","10","10","10",
"Bangladesh - Chittagong","BGD_Chit","Cost – Women (% of income per capita)","IC.REG.COST.PC.ZS.WOMEN","","","","","","","","","18.8","16.8","13.9","13.8",
"Bangladesh - Chittagong","BGD_Chit","Cost to build a warehouse (% of income per capita)","IC.DCP.COST","","","","","","","","","3.8","3.4","2.8","2.5",
"Bangladesh - Chittagong","BGD_Chit","Cost to enforce a contract (% of claim)","IC.EC.COST","","","","","","","","","66.8","66.8","66.8","66.8",
"Bangladesh - Chittagong","BGD_Chit","Cost to export: Documentary compliance (USD)","IC.EXP.COST.EXP.DOC","","","","","","","","","","225","225","225",
"Bangladesh - Chittagong","BGD_Chit","Cost to get electricity (% of income per capita)","IC.GE.COST","","","","","","","","","4107.5","3665.1","2958.8","2669.9",
"Bangladesh - Chittagong","BGD_Chit","Cost to import (deflated US$ per container)","IC.EXP.COST.IMP.DEF","","","","","","","","","","","","",
"Bangladesh - Chittagong","BGD_Chit","Cost to import: Documentary compliance (USD)","IC.EXP.COST.IMP.DOC","","","","","","","","","","370","370","370",
"Bangladesh - Chittagong","BGD_Chit","Cost to register property (% of property value)","IC.RP.COST","","","","","","","","","9.3","9.1","8.9","8.8",
"Bangladesh - Chittagong","BGD_Chit","Cost to start a business (% of income per capita)","IC.REG.COST.PC.ZS","","","","","","","","","18.8","16.8","13.9","13.8",
"Bangladesh - Chittagong","BGD_Chit","Credit: Strength of legal rights index (0=weak to 10=strong)","IC.LGL.CRED.XQ","","","","","","","","","5","5","5","5",
"Bangladesh - Chittagong","BGD_Chit","Creditor participation index (0-4)","IC.ISV.CPI","","","","","","","","","","","","",
"Bangladesh - Chittagong","BGD_Chit","Depth of credit information index (0=low to 6=high)","IC.CRD.INFO.XQ","","","","","","","","","0","0","0","0",
"Bangladesh - Chittagong","BGD_Chit","Ease of doing business index (1=easiest to 185=most difficult)","IC.BUS.EASE.XQ","","","","","","","","","","","","",
"Bangladesh - Chittagong","BGD_Chit","Ease of shareholder suits index (0 to 10)","IC.PI.SHAR","","","","","","","","","6","6","6","6",
"Bangladesh - Chittagong","BGD_Chit","Extent of conflict of interest regulation index (0-10)","IC.PI.CIR","","","","","","","","","6.3","6.3","6.3","6.3",
"Bangladesh - Chittagong","BGD_Chit","Extent of corporate transparency index (0-9)","IC.PI.CT","","","","","","","","","6","6","6","6",
"Bangladesh - Chittagong","BGD_Chit","Extent of director liability index (0 to 10)","IC.PI.DIR","","","","","","","","","7","7","7","7",
"Bangladesh - Chittagong","BGD_Chit","Extent of disclosure index (0 to 10)","IC.BUS.DISC.XQ","","","","","","","","","6","6","6","6",
"Bangladesh - Chittagong","BGD_Chit","Extent of shareholder governance index (0-10)","IC.PI.SG","","","","","","","","","5","5","5","5",
"Bangladesh - Chittagong","BGD_Chit","Extent of shareholder rights index (0-10.5)","IC.PI.SR","","","","","","","","","4","4","4","4",
"Bangladesh - Chittagong","BGD_Chit","Labor tax and contributions (%)","IC.TAX.LABR.CP.ZS","","","","","","","","","","0","0","0",
"Bangladesh - Chittagong","BGD_Chit","Minimum paid-in capital required to start a business (% of income per capita)","IC.REG.CAP","","","","","","","","","0","0","0","0",
"Bangladesh - Chittagong","BGD_Chit","Other taxes (%)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","3.9","3.9","3.9",
"Bangladesh - Chittagong","BGD_Chit","Outcome (0 as piecemeal sale and 1 as going concern)","IC.ISV.OTCM","","","","","","","","","0","0","0","0",
"Bangladesh - Chittagong","BGD_Chit","Postfiling index (0-100)","IC.TAX.PFI","","","","","","","","","","","43.6","43.6",
"Bangladesh - Chittagong","BGD_Chit","Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","","","","","","","","","0","0","0","0",
"Bangladesh - Chittagong","BGD_Chit","Procedures required to build a warehouse (number)","IC.WRH.PROC","","","","","","","","","15","15","15","15",
"Bangladesh - Chittagong","BGD_Chit","Procedures required to connect to electricity (number)","IC.GE.NUM","","","","","","","","","9","9","9","9",
"Bangladesh - Chittagong","BGD_Chit","Procedures required to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","",
"Bangladesh - Chittagong","BGD_Chit","Procedures required to register property (number)","IC.PRP.PROC","","","","","","","","","8","8","8","8",
"Bangladesh - Chittagong","BGD_Chit","Procedures required to start a business - Women (number)","IC.REG.PROC.WOMEN","","","","","","","","","9","9","9","9",
"Bangladesh - Chittagong","BGD_Chit","Procedures required to start a business (number)","IC.REG.PROC","","","","","","","","","9","9","9","9",
"Bangladesh - Chittagong","BGD_Chit","Profit tax (%)","IC.TAX.PRFT.CP.ZS","","","","","","","","","32.5","35.4","34.4","34.4",
"Bangladesh - Chittagong","BGD_Chit","Public credit registry coverage (% of adults)","IC.CRD.PUBL.ZS","","","","","","","","","0.8","0.9","0.9","0.9",
"Bangladesh - Chittagong","BGD_Chit","Quality of the land administration index (0-30)","IC.RP.QLAI","","","","","","","","","","4.5","4.5","4.5",
"Bangladesh - Chittagong","BGD_Chit","Reliability of supply and transparency of tariff index (0-8)","IC.GE.RSTTI","","","","","","","","","","0","0","0",
"Bangladesh - Chittagong","BGD_Chit","Resolving Insolvency: cost (% of estate)","IC.ISV.COST","","","","","","","","","8","8","8","8",
"Bangladesh - Chittagong","BGD_Chit","Resolving Insolvency: recovery rate (cents on the dollar)","IC.ISV.RECRT","","","","","","","","","25.8","25.8","25.8","27",
"Bangladesh - Chittagong","BGD_Chit","Strength of governance structure index (0-10.5)","IC.PI.SOGS","","","","","","","","","5","5","5","5",
"Bangladesh - Chittagong","BGD_Chit","Strength of insolvency framework index (0-16)","IC.ISV.SOIF","","","","","","","","","4","4","4","4",
"Bangladesh - Chittagong","BGD_Chit","Strength of investor protection index (0 to 10)","IC.PI.INV","","","","","","","","","5.7","5.7","5.7","5.7",
"Bangladesh - Chittagong","BGD_Chit","Tax payments (number)","IC.TAX.PAYM","","","","","","","","","33","33","33","33",
"Bangladesh - Chittagong","BGD_Chit","Time required to build a warehouse (days)","IC.WRH.DURS","","","","","","","","","237","237","237","237",
"Bangladesh - Chittagong","BGD_Chit","Time required to connect to electricity (days)","IC.ELC.TIME","","","","","","","","","517","517","517","517",
"Bangladesh - Chittagong","BGD_Chit","Time required to enforce a contract (days)","IC.LGL.DURS","","","","","","","","","1442","1442","1442","1442",
"Bangladesh - Chittagong","BGD_Chit","Time required to register property (days)","IC.PRP.DURS","","","","","","","","","244","244","244","244",
"Bangladesh - Chittagong","BGD_Chit","Time required to start a business - Women (days)","IC.REG.DURS.WOMEN","","","","","","","","","19.5","19.5","19.5","19.5",
"Bangladesh - Chittagong","BGD_Chit","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","19.5","19.5","19.5","19.5",
"Bangladesh - Chittagong","BGD_Chit","Time to export: Documentary compliance (hours)","IC.EXP.TIME.EXP.DOC","","","","","","","","","","147","147","147",
"Bangladesh - Chittagong","BGD_Chit","Time to import: Documentary compliance (hours)","IC.EXP.TIME.IMP.DOC","","","","","","","","","","144","144","144",
"Bangladesh - Chittagong","BGD_Chit","Time to prepare and pay taxes (hours)","IC.TAX.DURS","","","","","","","","","422","422","422","435",
"Bangladesh - Chittagong","BGD_Chit","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","4","4","4",
"Bangladesh - Chittagong","BGD_Chit","Total tax rate (% of profit)","IC.TAX.TOTL.CP.ZS","","","","","","","","","32.5","35.4","34.4","34.4",
"Bangladesh - Chittagong","BGD_Chit","Trade: Cost to export (US$ per container)","IC.EXP.COST.EXP","","","","","","","","","","408","408","408",
"Bangladesh - Chittagong","BGD_Chit","Trade: Cost to import (US$ per container)","IC.EXP.COST.IMP","","","","","","","","","","1294","1294","1294",
"Bangladesh - Chittagong","BGD_Chit","Trade: Time to export (day)","IC.EXP.TIME.EXP","","","","","","","","","","100","100","100",
"Bangladesh - Chittagong","BGD_Chit","Trade: Time to import (days)","IC.EXP.TIME.IMP","","","","","","","","","","183","183","183",
"Bangladesh - Dhaka","BGD_DHK","Building quality control index (0-15)","IC.DCP.BQCI","","","","","","","","","","10","10","10",
"Bangladesh - Dhaka","BGD_DHK","Cost – Women (% of income per capita)","IC.REG.COST.PC.ZS.WOMEN","56.1","52.1","46.2","25.5","28.6","21.2","19.5","19.6","18.8","16.8","13.9","13.8",
"Bangladesh - Dhaka","BGD_DHK","Cost to build a warehouse (% of income per capita)","IC.DCP.COST","9.9","9.2","7.9","8","6.9","6","5.5","4.8","4.2","3.7","3","2.7",
"Bangladesh - Dhaka","BGD_DHK","Cost to enforce a contract (% of claim)","IC.EC.COST","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8",
"Bangladesh - Dhaka","BGD_DHK","Cost to export: Documentary compliance (USD)","IC.EXP.COST.EXP.DOC","","","","","","","","","","225","225","225",
"Bangladesh - Dhaka","BGD_DHK","Cost to get electricity (% of income per capita)","IC.GE.COST","","","","","6462.6","5576.1","5122.7","5193.8","4483.4","4000.4","3229.6","2914.8",
"Bangladesh - Dhaka","BGD_DHK","Cost to import (deflated US$ per container)","IC.EXP.COST.IMP.DEF","","","","","","","","","","","","",
"Bangladesh - Dhaka","BGD_DHK","Cost to import: Documentary compliance (USD)","IC.EXP.COST.IMP.DOC","","","","","","","","","","370","370","370",
"Bangladesh - Dhaka","BGD_DHK","Cost to register property (% of property value)","IC.RP.COST","10.6","10.5","10.3","10.4","10.2","6.6","6.6","6.8","6.7","6.6","6.5","6.4",
"Bangladesh - Dhaka","BGD_DHK","Cost to start a business (% of income per capita)","IC.REG.COST.PC.ZS","56.1","52.1","46.2","25.5","28.6","21.2","19.5","19.6","18.8","16.8","13.9","13.8",
"Bangladesh - Dhaka","BGD_DHK","Credit: Strength of legal rights index (0=weak to 10=strong)","IC.LGL.CRED.XQ","","","","","","","","","5","5","5","5",
"Bangladesh - Dhaka","BGD_DHK","Creditor participation index (0-4)","IC.ISV.CPI","","","","","","","","","","","","",
"Bangladesh - Dhaka","BGD_DHK","Depth of credit information index (0=low to 6=high)","IC.CRD.INFO.XQ","","","","","","","","","0","0","0","0",
"Bangladesh - Dhaka","BGD_DHK","Ease of doing business index (1=easiest to 185=most difficult)","IC.BUS.EASE.XQ","","","","","","","","","","","","",
"Bangladesh - Dhaka","BGD_DHK","Ease of shareholder suits index (0 to 10)","IC.PI.SHAR","","","","","","","","","6","6","6","6",
"Bangladesh - Dhaka","BGD_DHK","Extent of conflict of interest regulation index (0-10)","IC.PI.CIR","","","","","","","","","6.3","6.3","6.3","6.3",
"Bangladesh - Dhaka","BGD_DHK","Extent of corporate transparency index (0-9)","IC.PI.CT","","","","","","","","","6","6","6","6",
"Bangladesh - Dhaka","BGD_DHK","Extent of director liability index (0 to 10)","IC.PI.DIR","7","7","7","7","7","7","7","7","7","7","7","7",
"Bangladesh - Dhaka","BGD_DHK","Extent of disclosure index (0 to 10)","IC.BUS.DISC.XQ","6","6","6","6","6","6","6","6","6","6","6","6",
"Bangladesh - Dhaka","BGD_DHK","Extent of shareholder governance index (0-10)","IC.PI.SG","","","","","","","","","5","5","5","5",
"Bangladesh - Dhaka","BGD_DHK","Extent of shareholder rights index (0-10.5)","IC.PI.SR","","","","","","","","","4","4","4","4",
"Bangladesh - Dhaka","BGD_DHK","Labor tax and contributions (%)","IC.TAX.LABR.CP.ZS","","","","","","","","","0","0","0","0",
"Bangladesh - Dhaka","BGD_DHK","Minimum paid-in capital required to start a business (% of income per capita)","IC.REG.CAP","0","0","0","0","0","0","0","0","0","0","0","0",
"Bangladesh - Dhaka","BGD_DHK","Other taxes (%)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","3.9","3.9","3.9",
"Bangladesh - Dhaka","BGD_DHK","Outcome (0 as piecemeal sale and 1 as going concern)","IC.ISV.OTCM","","","","","","","0","0","0","0","0","0",
"Bangladesh - Dhaka","BGD_DHK","Postfiling index (0-100)","IC.TAX.PFI","","","","","","","","","","","43.6","43.6",
"Bangladesh - Dhaka","BGD_DHK","Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","0","0","0","0","0","0","0","0","0","0","0","0",
"Bangladesh - Dhaka","BGD_DHK","Procedures required to build a warehouse (number)","IC.WRH.PROC","11","11","11","14","14","14","14","14","14","14","14","14",
"Bangladesh - Dhaka","BGD_DHK","Procedures required to connect to electricity (number)","IC.GE.NUM","","","","","8","8","8","9","9","9","9","9",
"Bangladesh - Dhaka","BGD_DHK","Procedures required to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","",
